"Product","Record Type","Account Number","Interest Rate","Loan Term(months)","Branch Code","Household"
"Checking Account","New Application","568020226535136","0.2","12","B070","Low Income"
"Savings Account","Closed","700794390498598","1.0","72","B080","Low Income"
"Checking Account","Closed","414525320502948","0.4","72","B065","Primary"
"Mortgage","Servicing","650246212552297","0.5","12","B061","Low Income"
"Personal Loan","New Application","063498899470841","1.0","84","B049","Low Income"
"Personal Loan","Closed","637797801783735","0.7000000000000001","84","B066","Low Income"
"Personal Loan","Servicing","886348880408534","0.30000000000000004","36","B041","Secondary"
"Mortgage","New Application","606031058028606","0.5","84","B074","High Income"
"Savings Account","Servicing","666552648859178","0.4","84","B055","Secondary"
"Savings Account","New Application","400880833101878","0.5","24","B096","Middle Income"
"Mortgage","New Application","945117621552800","1.0","72","B084","High Income"
"Personal Loan","Servicing","302031529227197","0.9","36","B083","Primary"
"Savings Account","Servicing","944351164880287","0.9","36","B083","Secondary"
"Checking Account","Closed","185839433115800","0.8","72","B087","High Income"
"Checking Account","New Application","854401477233453","1.0","12","B024","Middle Income"
"Checking Account","Servicing","658863813232456","0.4","36","B049","High Income"
"Mortgage","New Application","353038404163100","0.8","84","B043","High Income"
"Savings Account","Servicing","447560851515577","0.2","12","B028","Primary"
"Mortgage","Servicing","032508946087342","0.9","60","B024","High Income"
"Mortgage","New Application","914477372806585","0.2","60","B008","Secondary"
"Mortgage","Closed","915341342100964","0.9","84","B022","High Income"
"Checking Account","New Application","270534091971899","0.1","48","B029","Primary"
"Personal Loan","New Application","379262156896374","0.2","24","B052","Primary"
"Savings Account","Servicing","917214316008525","0.2","12","B059","Low Income"
"Mortgage","Servicing","547770114130217","0.30000000000000004","60","B012","Low Income"
"Savings Account","Closed","217278723230640","0.2","48","B015","Low Income"
"Mortgage","Servicing","674813448812303","0.5","84","B054","Primary"
"Checking Account","Closed","253800985891824","0.6000000000000001","84","B050","High Income"
"Checking Account","Servicing","991493204415524","0.6000000000000001","48","B020","Primary"
"Savings Account","New Application","278341279604588","1.0","84","B026","Low Income"
"Mortgage","Closed","747265269995524","0.4","36","B094","Primary"
"Savings Account","Servicing","394481952196010","0.5","60","B067","Primary"
"Savings Account","Servicing","531708053510489","0.7000000000000001","12","B002","Middle Income"
"Savings Account","New Application","458986466556287","0.8","72","B015","Middle Income"
"Savings Account","Servicing","362123367993675","0.6000000000000001","36","B037","Primary"
"Personal Loan","New Application","316532242285121","0.30000000000000004","72","B052","High Income"
"Personal Loan","New Application","148472967640621","0.7000000000000001","72","B035","Low Income"
"Savings Account","Closed","326678272115526","0.5","12","B012","Primary"
"Savings Account","New Application","822399382891701","0.30000000000000004","48","B068","Secondary"
"Savings Account","New Application","505005010494236","0.9","48","B069","Primary"
"Savings Account","Servicing","143434600469365","0.5","60","B032","High Income"
"Checking Account","Closed","289356825811879","0.5","48","B075","Primary"
"Mortgage","New Application","661521159738031","0.4","84","B039","Secondary"
"Savings Account","Servicing","222980024165946","0.4","24","B008","Secondary"
"Checking Account","New Application","132110731456344","0.2","84","B004","Secondary"
"Personal Loan","New Application","406521867382822","1.0","48","B100","Primary"
"Mortgage","Servicing","547939631299890","0.7000000000000001","12","B091","Secondary"
"Savings Account","Closed","339343283128941","0.7000000000000001","84","B047","Primary"
"Mortgage","Servicing","500651728500619","0.30000000000000004","60","B018","Low Income"
"Personal Loan","Servicing","123499220415365","0.5","48","B035","Middle Income"
"Mortgage","Servicing","374239062828517","0.5","12","B009","Middle Income"
"Checking Account","New Application","547995097453000","0.9","36","B098","Middle Income"
"Mortgage","New Application","260805297658924","0.2","72","B037","Low Income"
"Checking Account","New Application","371501772420138","0.9","12","B016","High Income"
"Personal Loan","New Application","220259538885607","0.9","48","B011","Primary"
"Savings Account","Closed","580306758021814","0.4","72","B091","Low Income"
"Savings Account","Servicing","340536967164385","0.6000000000000001","84","B053","Middle Income"
"Mortgage","New Application","039016739716888","0.9","36","B028","Middle Income"
"Personal Loan","New Application","168017702282669","0.5","84","B009","Secondary"
"Personal Loan","New Application","757332386017932","1.0","36","B035","Middle Income"
"Mortgage","New Application","388280252596267","0.5","60","B087","Low Income"
"Mortgage","Closed","450774248559530","0.7000000000000001","60","B023","Low Income"
"Savings Account","New Application","507182999921928","0.8","48","B005","Middle Income"
"Mortgage","New Application","480052033333861","0.6000000000000001","72","B026","Low Income"
"Personal Loan","Closed","871816419426119","0.7000000000000001","36","B063","Secondary"
"Savings Account","Servicing","328285679617852","0.4","72","B060","Low Income"
"Mortgage","Closed","802677981377163","0.4","60","B085","Secondary"
"Personal Loan","New Application","333345764459551","0.5","60","B099","High Income"
"Personal Loan","Servicing","357651296184460","0.8","72","B035","Middle Income"
"Checking Account","Servicing","933574487065958","0.6000000000000001","12","B051","Low Income"
"Savings Account","Closed","914575728477053","0.1","60","B093","Secondary"
"Checking Account","New Application","591393710186919","0.5","48","B008","Primary"
"Personal Loan","New Application","992294205832361","0.1","84","B045","Secondary"
"Personal Loan","New Application","297788147528058","0.5","12","B083","Low Income"
"Savings Account","New Application","209115695074078","0.30000000000000004","24","B081","Secondary"
"Checking Account","Servicing","317791286358998","0.1","84","B025","Primary"
"Checking Account","Closed","691928187663612","1.0","24","B036","Low Income"
"Personal Loan","New Application","518380666838210","0.6000000000000001","84","B048","Secondary"
"Savings Account","Servicing","486143858265849","0.2","48","B023","Middle Income"
"Savings Account","New Application","720621295201873","1.0","36","B062","High Income"
"Savings Account","New Application","250224860214192","0.4","48","B085","Middle Income"
"Savings Account","Closed","180227428081293","0.1","36","B094","Primary"
"Personal Loan","New Application","070122344543356","0.4","36","B090","Primary"
"Checking Account","New Application","074903061299507","0.2","12","B048","Low Income"
"Savings Account","Closed","847825363503082","0.9","84","B029","High Income"
"Checking Account","Closed","623814759349535","0.1","48","B087","Middle Income"
"Mortgage","Servicing","057912303928944","0.6000000000000001","60","B078","Primary"
"Savings Account","Closed","388128460945352","0.7000000000000001","84","B023","High Income"
"Savings Account","New Application","853036840662969","0.1","48","B042","Middle Income"
"Checking Account","Servicing","336147052916213","0.7000000000000001","72","B056","High Income"
"Savings Account","Servicing","902818236907215","0.4","24","B097","Primary"
"Savings Account","Servicing","344939959457608","0.7000000000000001","60","B090","High Income"
"Mortgage","Servicing","760979781304029","0.5","72","B043","Middle Income"
"Savings Account","New Application","383210370093496","0.4","48","B030","Low Income"
"Personal Loan","Servicing","794354589738245","0.6000000000000001","84","B055","Primary"
"Savings Account","Closed","524437520109385","1.0","12","B096","High Income"
"Savings Account","Servicing","687653009697119","0.30000000000000004","72","B012","Primary"
"Checking Account","Closed","160898913547632","0.1","72","B023","Middle Income"
"Personal Loan","Servicing","576739963786561","0.5","24","B073","Primary"
"Checking Account","Closed","581134306424700","0.5","48","B050","Middle Income"
"Savings Account","Closed","750711966063138","0.5","60","B056","Primary"
"Mortgage","Closed","564970058171955","0.5","12","B055","Primary"
"Savings Account","Closed","048720894604599","0.5","48","B030","Middle Income"
"Checking Account","Closed","327504083674887","1.0","72","B003","Primary"
"Checking Account","Closed","998897956614044","0.9","60","B052","Middle Income"
"Savings Account","Servicing","058350944736136","0.1","84","B041","Low Income"
"Savings Account","Servicing","674960633053681","0.1","72","B028","Secondary"
"Personal Loan","Closed","909054498614230","0.1","12","B065","Low Income"
"Personal Loan","New Application","106884089256276","0.30000000000000004","48","B020","Secondary"
"Mortgage","Closed","825667223493048","0.7000000000000001","36","B039","Primary"
"Checking Account","Closed","463047698611062","0.2","60","B094","Secondary"
"Checking Account","Closed","902444538739477","0.2","84","B008","Low Income"
"Savings Account","New Application","058018207978119","0.4","48","B004","Middle Income"
"Personal Loan","Closed","224795904328588","0.1","72","B093","Primary"
"Savings Account","Closed","695484001154326","0.9","36","B095","High Income"
"Savings Account","Closed","387239405949143","0.8","24","B086","Secondary"
"Checking Account","New Application","702807712953618","0.2","24","B060","High Income"
"Checking Account","New Application","317954676313539","0.8","24","B034","Primary"
"Personal Loan","Servicing","143915199343409","0.1","24","B065","Middle Income"
"Checking Account","Servicing","917406939101271","1.0","48","B026","Low Income"
"Checking Account","Closed","043349773399077","0.4","24","B070","Middle Income"
"Savings Account","Closed","035079887805047","1.0","36","B095","Primary"
"Mortgage","Closed","750381213982182","0.4","84","B022","Secondary"
"Personal Loan","Servicing","437308098272992","0.30000000000000004","60","B021","Low Income"
"Savings Account","New Application","128739824535336","0.7000000000000001","36","B080","Primary"
"Savings Account","Closed","898529189293645","0.1","36","B006","High Income"
"Mortgage","Servicing","927465831440695","0.9","24","B020","Primary"
"Checking Account","Servicing","802249306074628","0.1","12","B044","High Income"
